2nd_flr_pres,age_sold,alley_grvl,bedroom_abvgr,big_house,bldg_type,bsmt_cond,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmt_unf_sf,bsmtfin_type_1,central_air,condition,electrical,enclosed_porch,exter_qual,exterior_1st,exterior_2nd,fence,fireplace_qu,fireplaces,foundation,full_bath,functional,garage_area,garage_finish,garage_qual,garage_type,gr_liv_area,half_bath,heating,heating_qc,house_style,id,kitchen_abvgr,kitchen_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,open_porch_sf,overall_cond,overall_qual,paved_drive,pool_pres,roof_style,sale_type,saleprice,screen_porch,total_bsmt_sf,wood_deck_sf
0,47.0,0,3,0.0,1Fam,3,1,0.0,3,0.0,5,Y,Norm,0.0,192,2,BrkFace,BrkFace,0,2,1,CBlock,1,0,539.0,3,3,BuiltIn,1194,0,GasA,4,1Story,2613,1,2,Lvl,flat,8910,Corner,79.0,Reg,0.0,None,20,RL,NAmes,0,6,6,2,0,Hip,WD ,159500,0,655.0,0
1,2.0,0,3,0.0,Twnhs,3,0,0.0,4,970.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,4,380.0,1,3,Detchd,1709,0,GasA,4,2Story,2832,1,3,Lvl,flat,2522,Inside,24.0,Reg,50.0,Stone,160,RM,Edwards,40,5,7,2,0,Gable,WD ,137500,0,970.0,0
0,1.0,0,3,0.0,1Fam,3,2,0.0,4,1616.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,834.0,2,3,Attchd,1616,0,GasA,4,1Story,2459,1,3,Lvl,flat,8688,Inside,73.0,Reg,228.0,BrkFace,20,RL,Somerst,59,5,7,2,0,Gable,WD ,232000,0,1616.0,208
0,78.0,0,1,0.0,1Fam,3,0,0.0,3,768.0,1,Y,RRe,0.0,84,3,Stucco,Wd Shng,0,0,0,BrkTil,1,0,440.0,1,3,Detchd,768,0,GasA,2,1Story,1360,1,2,Lvl,flat,6291,Inside,62.07936507936508,IR1,0.0,None,30,RM,IDOTRR,0,6,6,0,0,Gable,WD ,93850,0,768.0,0
0,82.0,0,2,0.0,1Fam,3,0,0.0,3,872.0,1,N,Norm,2.0,116,2,BrkFace,Wd Sdng,0,4,1,BrkTil,1,3,322.0,1,2,Detchd,872,0,GasA,1,1Story,2723,1,1,Lvl,flat,17529,Inside,72.77464788732394,Reg,65.0,Stone,30,RL,Sawyer,0,5,5,0,0,Gable,WD ,105000,0,872.0,0
0,81.0,0,1,0.0,1Fam,3,0,0.0,3,520.0,1,N,Feedr,0.0,87,2,MetalSd,MetalSd,0,0,0,BrkTil,1,0,240.0,1,2,Detchd,520,0,GasA,1,1Story,1350,1,1,Lvl,flat,6324,Inside,60.0,IR1,0.0,None,30,RM,BrkSide,0,6,4,2,0,Gable,WD ,68500,0,520.0,49
1,50.0,0,5,0.0,Duplex,3,0,0.0,3,662.0,3,Y,Feedr,1.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,2,0,480.0,1,3,Detchd,2274,0,GasA,2,2Story,136,2,2,Lvl,flat,11600,Corner,80.0,Reg,361.0,BrkFace,90,RL,NAmes,0,5,5,2,0,Gable,WD ,154300,0,1105.0,0
1,82.0,0,3,0.0,1Fam,1,0,0.0,3,936.0,1,Y,Artery,0.0,0,3,VinylSd,VinylSd,0,0,0,BrkTil,2,0,0.0,0,0,None,1601,0,GasA,4,1.5Fin,2235,1,2,Lvl,flat,7288,Inside,50.0,Reg,0.0,None,50,RM,IDOTRR,0,7,5,0,0,Gable,WD ,129850,0,936.0,0
1,97.0,1,3,0.0,1Fam,3,0,0.0,3,448.0,4,Y,Norm,0.0,143,2,MetalSd,MetalSd,0,0,0,BrkTil,1,0,480.0,1,2,Detchd,1232,0,GasA,4,2Story,1993,1,2,Lvl,flat,4571,Inside,35.0,Reg,0.0,None,70,RM,OldTown,0,7,5,2,0,Gable,WD ,114000,0,616.0,280
0,1.0,0,1,0.0,1Fam,3,0,1.0,5,312.0,6,Y,Norm,0.0,0,4,VinylSd,VinylSd,0,4,1,PConc,2,0,1166.0,3,3,Attchd,2234,0,GasA,4,1Story,367,1,4,Lvl,flat,17423,CulDSac,63.0,IR1,748.0,Stone,20,RL,StoneBr,60,5,9,2,0,Hip,New,501837,0,2216.0,0
1,93.0,1,4,0.0,1Fam,3,1,0.0,3,876.0,1,Y,Artery,0.0,194,2,Wd Sdng,Wd Sdng,0,4,1,BrkTil,1,0,720.0,1,3,Detchd,1416,1,GasA,3,1.5Fin,1309,1,2,Lvl,flat,12665,Inside,100.0,IR1,0.0,None,50,RM,OldTown,0,8,5,2,0,Gable,WD ,153900,0,876.0,418
0,38.0,0,3,0.0,1Fam,3,0,0.0,3,624.0,5,Y,Norm,0.0,0,2,VinylSd,VinylSd,2,0,0,CBlock,1,0,576.0,1,3,Detchd,864,0,GasA,3,1Story,402,1,2,Lvl,flat,9000,FR2,60.0,Reg,0.0,None,20,RL,NAmes,0,7,4,2,0,Gable,WD ,130000,0,864.0,200
0,11.0,0,2,0.0,TwnhsE,3,0,1.0,5,325.0,6,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,0,0,PConc,2,0,392.0,2,3,Attchd,1189,0,GasA,4,1Story,1592,1,2,Lvl,flat,4500,FR2,32.0,Reg,197.0,BrkFace,120,RM,Mitchel,122,5,6,2,0,Hip,WD ,160500,0,1189.0,0
0,0.0,0,2,0.0,TwnhsE,4,0,1.0,5,1251.0,6,Y,Norm,0.0,0,4,MetalSd,MetalSd,0,4,1,PConc,2,0,575.0,2,3,Attchd,1666,0,GasA,4,1Story,2409,1,3,Lvl,flat,6373,Inside,48.0,Reg,572.0,BrkFace,120,RL,NridgHt,75,5,9,2,0,Hip,New,310090,0,1666.0,228
0,6.0,0,2,0.0,1Fam,3,0,1.0,4,343.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,555.0,2,3,Attchd,1200,0,GasA,4,1Story,539,1,3,Lvl,flat,10083,Inside,67.0,Reg,0.0,None,20,RL,SawyerW,41,5,7,2,0,Gable,WD ,184900,0,1176.0,0
0,51.0,0,2,0.0,1Fam,3,0,0.0,4,551.0,3,Y,Norm,0.0,156,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,0,252.0,1,3,Attchd,928,0,GasA,2,1Story,1940,1,2,Lvl,flat,13300,Inside,70.0,Reg,0.0,None,20,RL,NAmes,0,7,5,2,0,Hip,WD ,132000,0,928.0,261
0,40.0,0,3,0.0,1Fam,3,1,0.0,4,588.0,5,Y,Feedr,0.0,0,2,HdBoard,HdBoard,0,2,1,CBlock,2,0,502.0,2,3,Attchd,1336,0,GasA,2,1Story,588,1,2,Lvl,flat,9600,Inside,80.0,Reg,128.0,BrkFace,20,RL,NWAmes,11,5,5,2,0,Gable,WD ,163000,0,1288.0,312
1,6.0,0,2,0.0,TwnhsE,3,2,0.0,4,320.0,6,Y,Norm,0.0,0,3,MetalSd,MetalSd,0,0,0,PConc,2,0,480.0,2,3,Detchd,1200,1,GasA,4,2Story,96,1,3,Lvl,flat,3215,Inside,30.0,Reg,120.0,BrkFace,160,FV,Somerst,172,5,7,2,0,Gable,ConLD,155000,0,600.0,0
0,39.0,0,4,0.0,1Fam,3,2,0.0,3,599.0,6,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,2,0,516.0,2,3,Attchd,1427,0,GasA,3,SLvl,1187,1,2,Lvl,flat,11104,Inside,80.96551724137932,IR1,0.0,None,80,RL,NWAmes,0,6,6,2,0,Gable,WD ,183000,216,1427.0,0
1,11.0,0,3,0.0,1Fam,3,1,1.0,4,98.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,3,2,PConc,2,2,608.0,2,3,Attchd,1992,1,GasA,4,2Story,2154,1,3,Lvl,flat,15295,Corner,70.75324675324676,IR3,254.0,BrkFace,60,RL,CollgCr,32,5,7,2,0,Gable,WD ,211000,0,860.0,225
1,15.0,0,3,0.0,1Fam,3,0,1.0,4,122.0,2,Y,RRe,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,495.0,2,3,Attchd,1540,1,GasA,4,2Story,550,1,3,Lvl,flat,9109,Inside,70.0,Reg,0.0,None,60,RL,SawyerW,32,5,7,2,0,Gable,WD ,184000,0,754.0,140
0,30.0,0,4,0.0,Duplex,0,0,0.0,0,0.0,0,Y,Norm,0.0,0,2,HdBoard,HdBoard,3,0,0,Slab,2,0,400.0,1,3,Attchd,1535,0,GasA,2,1Story,811,2,2,Bnk,flat,7018,Inside,64.0,Reg,0.0,None,90,RL,SawyerW,0,5,5,2,0,Gable,WD ,118858,0,0.0,0
0,46.0,0,3,0.0,1Fam,3,2,1.0,3,138.0,6,Y,Norm,0.0,0,2,Wd Sdng,HdBoard,0,4,1,PConc,1,0,484.0,2,3,Attchd,1152,0,GasA,2,SLvl,124,1,2,Lvl,flat,14112,Corner,75.19245283018869,IR1,86.0,BrkFace,80,RL,NAmes,0,7,5,2,0,Hip,WD ,180500,0,1152.0,227
0,1.0,0,2,0.0,TwnhsE,3,0,1.0,4,1081.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,484.0,3,3,Attchd,1151,0,GasA,4,1Story,1836,1,3,Lvl,flat,3523,Inside,80.0,IR1,30.0,Stone,120,FV,Somerst,60,5,8,2,0,Gable,New,166000,0,1141.0,0
0,49.0,0,3,0.0,1Fam,3,2,0.0,3,550.0,4,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,1,3,1,CBlock,1,0,480.0,2,3,Attchd,1138,0,GasA,4,SLvl,779,1,2,Lvl,flat,15312,Inside,88.0,Reg,54.0,BrkFace,80,RL,Sawyer,0,5,6,2,0,Hip,COD,148000,140,1138.0,0
0,51.0,0,2,0.0,1Fam,3,0,0.0,3,250.0,3,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,2,4,1,CBlock,1,1,396.0,1,3,Detchd,1074,0,GasA,3,1Story,1886,1,3,Lvl,flat,7450,Inside,74.0,IR1,0.0,None,20,RL,NAmes,72,5,5,2,0,Hip,WD ,124000,0,894.0,0
0,2.0,0,2,0.0,TwnhsE,3,0,1.0,5,408.0,6,Y,Norm,0.0,0,4,MetalSd,MetalSd,0,4,1,PConc,2,0,556.0,3,3,Attchd,1561,0,GasA,4,1Story,1724,1,4,Lvl,flat,7313,Inside,60.0,Reg,246.0,BrkFace,120,RL,NridgHt,47,5,9,2,0,Hip,WD ,277500,0,1561.0,203
1,11.0,0,4,0.0,1Fam,3,0,0.0,4,815.0,5,Y,Norm,0.0,168,3,VinylSd,VinylSd,0,5,1,PConc,2,0,725.0,2,3,Attchd,2726,1,GasA,4,2Story,2450,1,3,Lvl,flat,10019,Inside,83.0,IR1,397.0,BrkFace,60,RL,NoRidge,169,5,8,2,0,Hip,WD ,350000,0,1342.0,307
0,4.0,0,2,0.0,1Fam,3,3,1.0,5,547.0,6,Y,Norm,0.0,0,4,VinylSd,VinylSd,0,4,1,PConc,2,0,670.0,3,3,Attchd,1884,0,GasA,4,1Story,1013,1,4,HLS,flat,15401,CulDSac,53.0,IR1,296.0,BrkFace,20,RL,StoneBr,76,5,9,2,0,Hip,WD ,387000,0,1884.0,214
0,87.0,0,2,0.0,1Fam,3,1,1.0,3,180.0,5,Y,Norm,0.0,144,2,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,0,0.0,0,0,None,605,0,GasA,4,1Story,2084,1,2,Lvl,flat,9098,Inside,58.0,IR1,0.0,None,30,RL,Edwards,0,7,4,0,0,Gable,WD ,86000,0,528.0,0
0,32.0,0,3,0.0,1Fam,5,1,1.0,4,0.0,6,Y,Norm,0.0,0,4,VinylSd,VinylSd,2,4,1,CBlock,3,0,550.0,2,3,Attchd,1671,0,GasA,4,1Story,1184,1,4,Lvl,flat,16280,Inside,103.0,Reg,0.0,None,20,RL,Veenker,90,9,8,2,0,Gable,WD ,290000,0,1426.0,280
0,109.0,0,2,0.0,1Fam,3,0,0.0,2,245.0,1,N,Norm,0.0,94,2,AsbShng,AsbShng,0,0,0,CBlock,1,0,0.0,0,0,None,797,0,GasA,2,1Story,728,1,2,Lvl,flat,9392,Corner,72.0,Reg,0.0,None,30,C (all),IDOTRR,36,3,3,0,0,Mansard,WD ,44000,0,245.0,0
1,8.0,0,3,0.0,1Fam,3,0,1.0,5,114.0,5,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,3,1,PConc,2,0,560.0,3,3,BuiltIn,1961,1,GasA,4,2Story,950,1,3,Lvl,flat,12209,CulDSac,71.0,IR1,0.0,None,60,RL,Mitchel,192,5,6,2,0,Gable,WD ,215000,0,804.0,125
0,34.0,0,2,0.0,2fmCon,3,0,1.0,4,191.0,6,Y,RRn,0.0,0,2,Plywood,Plywood,1,0,0,CBlock,2,0,501.0,3,3,Attchd,1193,0,GasA,4,1Story,2524,1,2,Lvl,flat,13110,Corner,79.0,IR1,144.0,BrkFace,190,RL,NWAmes,153,6,5,2,0,Gable,WD ,146500,0,1153.0,140
1,6.0,0,3,0.0,Twnhs,3,0,1.0,4,32.0,6,Y,Norm,0.0,0,3,MetalSd,MetalSd,0,0,0,PConc,2,0,490.0,1,3,Detchd,1382,1,GasA,4,2Story,2513,1,3,Lvl,flat,2651,FR2,63.98290598290598,Reg,0.0,None,160,FV,Somerst,50,5,7,2,0,Gable,WD ,165000,0,673.0,153
1,91.0,1,5,0.0,1Fam,3,0,0.0,3,0.0,3,N,Artery,0.0,0,2,Stucco,Stucco,2,4,1,BrkTil,2,0,216.0,1,3,Detchd,2526,0,GasW,2,1.5Fin,2028,1,3,Lvl,flat,8520,Inside,60.0,Reg,0.0,None,50,RM,OldTown,15,7,6,2,0,Gable,CWD,136000,0,714.0,88
0,49.0,0,1,0.0,1Fam,3,3,1.0,4,595.0,5,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,0,4,2,CBlock,1,1,550.0,1,3,Attchd,1390,1,GasA,4,1Story,2309,1,4,Low,sloped,39384,CulDSac,75.19245283018869,IR1,902.0,Stone,20,RL,NAmes,189,6,6,2,0,Gable,WD ,252000,0,1705.0,0
1,7.0,0,2,0.0,Twnhs,3,0,0.0,4,764.0,1,Y,Norm,0.0,0,3,VinylSd,Wd Shng,0,0,0,PConc,2,0,474.0,2,3,BuiltIn,1626,1,GasA,4,2Story,51,1,3,Lvl,flat,2628,Inside,36.0,Reg,106.0,Stone,160,RL,NridgHt,27,5,7,2,0,Gable,WD ,175500,0,764.0,0
1,70.0,1,3,0.0,1Fam,3,0,0.0,3,269.0,5,Y,Norm,1.0,0,2,Wd Sdng,Wd Sdng,1,4,1,BrkTil,1,0,400.0,1,3,Detchd,1558,1,GasA,2,2Story,699,1,2,Lvl,flat,6406,Inside,57.0,Reg,0.0,None,70,RM,OldTown,36,6,5,2,0,Gable,WD ,150000,182,690.0,0
0,47.0,0,3,0.0,1Fam,3,0,0.0,3,978.0,1,Y,Norm,0.0,36,2,Wd Sdng,Wd Sdng,2,3,1,CBlock,1,1,286.0,2,3,Attchd,1422,0,GasA,2,1Story,1881,1,2,Lvl,flat,12342,Inside,75.19245283018869,IR1,0.0,None,20,RL,NAmes,0,5,5,2,0,Hip,WD ,139900,0,978.0,0
1,78.0,0,3,0.0,1Fam,3,0,0.0,3,1078.0,1,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,4,1,PConc,2,0,360.0,1,3,Detchd,1573,0,GasA,2,1.5Fin,1345,1,2,Lvl,flat,6240,Inside,52.0,Reg,0.0,None,50,RM,BrkSide,0,7,5,1,0,Gable,WD ,162900,0,1078.0,0
0,48.0,0,3,0.0,1Fam,3,0,0.0,3,1116.0,1,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,0,440.0,1,3,Attchd,1116,1,GasA,2,1Story,166,1,2,Lvl,flat,10000,Corner,87.0,IR1,261.0,BrkFace,20,RL,NAmes,0,6,6,2,0,Hip,WD ,160000,385,1116.0,0
0,62.0,0,2,0.0,1Fam,0,0,0.0,0,0.0,0,N,Norm,0.0,100,2,Wd Sdng,Wd Sdng,0,0,0,Slab,1,2,0.0,0,0,None,660,0,GasA,1,1Story,781,1,1,Lvl,flat,9000,Corner,72.77464788732394,Reg,0.0,None,20,RL,Sawyer,0,2,2,0,0,Gable,WD ,63900,0,0.0,0
0,31.0,0,3,0.0,1Fam,3,0,0.0,3,308.0,5,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,3,1,PConc,2,0,479.0,3,3,Attchd,1707,0,GasA,3,1Story,379,1,2,Lvl,flat,11088,Inside,80.0,Reg,144.0,BrkFace,20,RL,NWAmes,0,5,6,2,0,Gable,WD ,184000,0,1140.0,0
0,47.0,0,3,0.0,1Fam,3,0,0.0,3,1290.0,4,Y,Norm,0.0,0,2,HdBoard,Plywood,0,4,2,CBlock,1,0,528.0,3,3,Attchd,1466,1,GasA,2,1Story,2818,1,1,Lvl,flat,17755,Inside,134.0,Reg,132.0,BrkFace,20,RL,Edwards,140,4,5,2,0,Gable,WD ,149900,100,1466.0,0
0,8.0,0,2,0.0,TwnhsE,3,2,1.0,4,587.0,6,Y,Norm,0.0,0,3,MetalSd,MetalSd,0,3,1,PConc,2,0,495.0,3,3,Attchd,1638,0,GasA,4,1Story,1168,1,4,Lvl,flat,4765,Inside,63.98290598290598,IR1,260.0,BrkFace,120,FV,Somerst,68,5,9,2,0,Hip,WD ,300000,0,1614.0,230
0,48.0,0,3,0.0,1Fam,3,1,1.0,3,0.0,3,Y,Norm,0.0,0,2,Plywood,Plywood,0,3,2,CBlock,2,3,626.0,1,3,Basment,1721,0,GasA,3,1Story,1396,1,2,Lvl,flat,10532,Corner,92.5,Reg,275.0,Stone,190,RL,ClearCr,84,3,5,2,0,Flat,WD ,145000,0,988.0,50
1,12.0,0,3,0.0,1Fam,3,0,1.0,4,107.0,6,Y,Norm,0.0,0,2,VinylSd,VinylSd,1,0,0,PConc,2,0,470.0,2,3,Attchd,1764,1,GasA,4,2Story,838,1,3,Lvl,flat,15426,Inside,65.0,IR1,0.0,None,60,RL,CollgCr,99,5,6,2,0,Gable,WD ,231500,0,928.0,276
0,68.0,0,3,0.0,1Fam,3,0,1.0,3,706.0,4,Y,Norm,0.0,0,2,WdShing,Wd Shng,0,4,1,CBlock,1,0,0.0,0,0,None,996,0,GasA,4,1Story,1492,1,2,Lvl,flat,13907,Inside,63.0,Reg,0.0,None,30,RL,Edwards,0,6,5,2,0,Gable,WD ,108000,0,996.0,144
0,53.0,0,3,0.0,1Fam,3,0,0.0,3,565.0,3,Y,Norm,0.0,120,2,BrkFace,BrkFace,2,0,0,CBlock,1,0,304.0,2,3,Attchd,1202,0,GasA,2,1Story,637,1,2,Lvl,flat,8750,Inside,70.0,Reg,0.0,None,20,RL,NAmes,35,5,5,2,0,Gable,COD,120000,0,1202.0,0
0,46.0,0,3,0.0,1Fam,3,0,1.0,3,161.0,3,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,0,572.0,1,3,Detchd,988,0,GasA,2,1Story,1826,1,2,Lvl,flat,9945,Inside,72.77464788732394,IR1,57.0,BrkFace,20,RL,Sawyer,0,5,5,2,0,Hip,WD ,128500,0,988.0,0
0,83.0,1,2,0.0,1Fam,3,0,0.0,3,1008.0,1,Y,Artery,1.0,130,2,WdShing,Wd Shng,0,4,1,CBlock,1,0,360.0,1,3,Detchd,1028,0,GasA,3,1Story,173,1,2,Lvl,flat,8960,Inside,56.0,Reg,0.0,None,30,RM,OldTown,0,6,5,2,0,Gable,WD ,115000,0,1008.0,0
1,62.0,1,2,0.0,1Fam,3,0,0.0,3,408.0,2,Y,Norm,0.0,0,2,AsbShng,AsbShng,1,0,0,CBlock,1,0,240.0,1,3,Detchd,1284,1,GasA,2,1.5Fin,715,1,2,Lvl,flat,3500,Inside,50.0,Reg,0.0,None,50,RM,OldTown,35,7,5,2,0,Gable,WD ,110000,0,720.0,0
1,31.0,0,3,0.0,1Fam,3,0,0.0,4,584.0,6,Y,Norm,0.0,16,3,Wd Sdng,Wd Sdng,0,4,1,CBlock,2,0,864.0,2,3,Attchd,2944,2,GasA,2,2Story,1183,1,3,Lvl,flat,24572,CulDSac,67.84615384615384,IR1,1050.0,BrkFace,60,RL,Veenker,70,3,9,2,0,Mansard,WD ,150000,0,994.0,140
1,2.0,0,3,0.0,1Fam,4,2,0.0,5,707.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,403.0,3,3,Attchd,1414,1,GasA,4,2Story,2433,1,3,Lvl,flat,9056,Inside,74.0,IR1,0.0,None,60,RL,Gilbert,35,5,8,2,0,Gable,WD ,178000,0,707.0,100
1,74.0,0,3,0.0,1Fam,3,0,0.0,3,637.0,1,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,2,4,2,BrkTil,1,0,579.0,1,3,2Types,1609,1,GasA,4,2Story,2866,1,3,HLS,flat,12320,Inside,70.0,IR1,0.0,None,70,RL,Crawfor,0,7,7,2,0,Gable,WD ,199500,104,637.0,0
1,9.0,0,3,0.0,1Fam,3,0,1.0,3,113.0,6,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,3,1,PConc,2,0,400.0,3,3,Attchd,1525,1,GasA,4,2Story,2311,1,2,Lvl,flat,8238,Inside,60.0,IR1,0.0,None,60,RL,Gilbert,72,5,6,2,0,Gable,WD ,183500,0,813.0,421
1,41.0,0,3,0.0,1Fam,3,1,0.0,4,367.0,3,Y,Norm,0.0,0,1,HdBoard,Plywood,1,1,1,CBlock,1,3,288.0,1,3,Attchd,1656,1,GasA,4,SLvl,1551,1,2,Lvl,flat,6000,Inside,75.0,Reg,0.0,None,80,RM,IDOTRR,180,5,5,2,0,Hip,WD ,126000,100,624.0,0
0,31.0,0,2,0.0,Twnhs,3,0,0.0,4,677.0,5,Y,Norm,0.0,0,2,Plywood,Brk Cmn,0,0,0,CBlock,2,0,440.0,1,3,Attchd,1055,0,GasA,1,1Story,1049,1,2,Lvl,flat,2529,Inside,24.0,Reg,0.0,None,120,RL,NPkVill,38,6,7,2,0,Gable,WD ,148500,0,1055.0,0
1,70.0,0,4,0.0,1Fam,3,0,0.0,3,676.0,1,Y,Norm,0.0,128,2,VinylSd,VinylSd,0,0,0,BrkTil,2,0,720.0,1,3,Detchd,1352,0,GasA,4,2Story,657,1,3,Lvl,flat,10800,Inside,60.0,Reg,0.0,None,60,RL,OldTown,0,7,5,2,0,Gable,WD ,149000,0,676.0,187
1,32.0,0,3,0.0,Twnhs,3,0,0.0,4,466.0,5,Y,Norm,0.0,0,2,Plywood,Brk Cmn,0,3,1,CBlock,2,0,440.0,1,3,Attchd,1456,1,GasA,2,2Story,414,1,2,Lvl,flat,2349,Inside,24.0,Reg,0.0,None,160,RL,NPkVill,28,5,6,2,0,Gable,WD ,137900,0,855.0,0
0,15.0,0,1,0.0,TwnhsE,3,3,2.0,4,100.0,6,Y,Norm,0.0,0,3,BrkFace,BrkFace,0,4,2,PConc,1,0,473.0,3,3,Attchd,1719,1,GasA,4,1Story,1181,1,3,Lvl,flat,10846,CulDSac,32.0,IR1,0.0,None,120,RL,Veenker,30,5,8,2,0,Gable,Con,324000,0,1719.0,122
0,83.0,0,2,0.0,1Fam,3,0,1.0,3,396.0,3,N,Norm,1.0,96,2,Stucco,Stucco,0,0,0,CBlock,1,0,0.0,0,0,None,864,0,GasA,2,1Story,1514,1,2,Lvl,flat,5604,Inside,67.0,Reg,0.0,None,30,RL,Edwards,0,6,5,2,0,Gable,WD ,98000,0,864.0,0
1,35.0,0,2,0.0,Twnhs,3,0,0.0,3,25.0,2,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,0,0,CBlock,1,0,264.0,1,3,Detchd,987,1,GasA,2,2Story,1040,1,2,Lvl,flat,1680,Inside,21.0,Reg,359.0,BrkFace,160,RM,BrDale,0,5,6,2,0,Gable,WD ,103400,0,483.0,52
1,135.0,0,2,0.0,1Fam,3,0,0.0,3,780.0,1,N,Feedr,0.0,176,2,VinylSd,VinylSd,0,0,0,CBlock,1,0,0.0,0,0,None,1020,0,GasA,3,1.5Fin,216,1,2,Lvl,flat,6342,Inside,54.0,Reg,0.0,None,50,RL,Sawyer,0,8,5,0,0,Gable,WD ,94000,0,780.0,0
0,1.0,0,2,0.0,Twnhs,4,1,0.0,4,1530.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,627.0,2,3,Attchd,1554,0,GasA,4,1Story,1720,1,3,Lvl,flat,4590,Inside,34.0,Reg,108.0,Stone,120,RL,NridgHt,73,5,8,2,0,Gable,WD ,209500,0,1554.0,156
1,0.0,0,5,0.0,1Fam,3,3,0.0,5,1528.0,1,Y,Norm,0.0,0,4,CemntBd,CmentBd,0,5,1,PConc,3,0,758.0,3,3,BuiltIn,3390,1,GasA,4,2Story,2331,1,4,HLS,flat,18062,CulDSac,60.0,IR1,662.0,BrkFace,60,RL,StoneBr,34,5,10,2,0,Hip,New,545224,0,1528.0,204
1,98.0,1,3,0.0,1Fam,3,0,0.0,3,780.0,1,Y,Norm,0.0,0,3,Wd Sdng,Wd Sdng,0,0,0,PConc,1,0,0.0,0,0,None,1560,1,GasA,4,2Story,204,1,3,Lvl,flat,12900,Inside,60.0,Reg,0.0,None,70,RM,OldTown,0,8,6,0,0,Gable,WD ,159900,168,780.0,344
0,59.0,0,2,0.0,1Fam,3,0,0.0,3,744.0,2,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,0,0,CBlock,1,0,400.0,1,3,Detchd,864,0,GasA,4,1Story,19,1,2,Lvl,flat,19138,Corner,140.0,Reg,0.0,None,20,RL,Gilbert,0,5,4,2,0,Gable,WD ,141000,0,864.0,0
1,6.0,0,3,0.0,1Fam,3,0,0.0,4,250.0,5,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,3,1,PConc,2,0,431.0,3,3,Attchd,1889,1,GasA,4,2Story,2438,1,2,Lvl,flat,8658,Inside,72.02564102564102,IR1,0.0,None,60,RL,Gilbert,0,5,6,2,0,Gable,WD ,215000,0,982.0,0
0,48.0,0,3,0.0,1Fam,3,0,1.0,3,381.0,5,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,0,0,CBlock,1,0,260.0,1,3,Detchd,1040,1,GasA,4,1Story,89,1,2,Lvl,flat,6897,Corner,72.77464788732394,IR1,0.0,None,20,RL,Sawyer,104,8,5,2,0,Gable,WD ,127000,0,1040.0,0
0,56.0,0,3,0.0,1Fam,3,2,1.0,3,218.0,4,Y,Norm,0.0,0,2,WdShing,Wd Shng,0,0,0,CBlock,1,0,366.0,3,3,Attchd,1172,0,GasA,2,1Story,240,1,2,Lvl,flat,9525,Inside,75.0,Reg,0.0,None,20,RL,Edwards,0,7,5,2,0,Gable,WD ,128000,0,1172.0,240
0,0.0,0,1,0.0,1Fam,1,0,1.0,5,610.0,6,Y,Norm,0.0,0,3,CemntBd,CmentBd,0,4,1,PConc,1,0,852.0,2,3,Attchd,1418,1,GasA,4,1Story,105,1,3,Lvl,flat,12853,Inside,57.0,IR1,0.0,None,20,FV,Somerst,192,5,8,2,0,Gable,New,267916,0,1642.0,160
1,76.0,0,3,0.0,1Fam,2,0,0.0,3,459.0,2,Y,Norm,1.0,0,2,Wd Sdng,Wd Sdng,0,4,1,BrkTil,1,0,560.0,1,3,Detchd,1367,0,GasA,2,1.5Fin,2020,1,2,Lvl,flat,6240,Inside,52.0,Reg,0.0,None,50,RM,BrkSide,0,6,6,2,0,Gable,WD ,127500,120,884.0,0
